code,item_code,quantity,product_name,variant_name,color,size
8742008,اسود/XL-8742008,85,"ليلي دريس",اسود/XL,اسود,XL
8745200,اسود/XL-8745200,22,"شيميز قمر",اسود/XL,اسود,XL
8985467494,اسود/xl-8985467494,100,"ستظل للابد",اسود/XL,اسود,XL
9095858,اسود/xl-9095858,92,"فستان ريب",اسود/XL,اسود,XL
94754284,اسود/XL-94754284,63,"sola suit",اسود/XL,اسود,XL
9476764,اسود/XL-9476764,25,"X TEE SHIRT",اسود/XL,اسود,XL
94847204,اسود/XL-94847204,100,"بنطلون حريمي",اسود/XL,اسود,XL
75934724,اصفر-75934724,100,"عبايه ترندي",اصفر,اصفر,None
5387894574,اصفر*جنزاري/XL-5387894574,100,"دريس ست الحسن",اصفر*جنزاري/XL,اصفر*جنزاري,XL
44557883,اصفر/2xl-44557883,30,ياقوت,اصفر/2XL,اصفر,2XL
55468368,اصفر/2xl-55468368,100,"شيميز كاروه وتيشرت",اصفر/2XL,اصفر,2XL
44557883,اصفر/3xl-44557883,30,ياقوت,اصفر/3XL,اصفر,3XL
55468368,اصفر/3xl-55468368,100,"شيميز كاروه وتيشرت",اصفر/3XL,اصفر,3XL
0945945,اصفر/xl-0945945,100,"سويت شيرت شيري",اصفر/XL,اصفر,XL
44557883,اصفر/xl-44557883,30,ياقوت,اصفر/XL,اصفر,XL
55468368,اصفر/xl-55468368,102,"شيميز كاروه وتيشرت",اصفر/XL,اصفر,XL
989738126,"افورة النجمة",100,"مبخرة قهوة + (10قطع من البخور الفاخر) هدية - اسود","افورة النجمة","افورة النجمة",None
49675024,افوكادو/2XL-49675024,99,freeedom,افوكادو/2XL,افوكادو,2XL
49675024,افوكادو/3XL-49675024,100,freeedom,افوكادو/3XL,افوكادو,3XL
49675024,افوكادو/XL-49675024,100,freeedom,افوكادو/XL,افوكادو,XL
3478264289,"البيت الريفي-3478264289",97,"مبخره البيت الريفي","البيت الريفي","البيت الريفي",None
132214324,الجرة-132214324,100,"النافورة العطرية",الجرة,الجرة,None
44007644,الجره-44007644,99,"نافوره العطور",الجره,الجره,None
132214324,الحجرى-132214324,100,"النافورة العطرية",الحجرى,الحجرى,None
989738126,الساقية,100,"مبخرة قهوة + (10قطع من البخور الفاخر) هدية - اسود",الساقية,الساقية,None
978786754,الساقية-978786754,98,مبخرة,الساقية,الساقية,None
3482974,الساقيه-3482974,100,"مبخره الساقيه",الساقيه,الساقيه,None
132214324,الشجرة-132214324,100,"النافورة العطرية",الشجرة,الشجرة,None
44007644,الشجره-44007644,100,"نافوره العطور",الشجره,الشجره,None
44007644,"الشكل الحجري-44007644",99,"نافوره العطور","الشكل الحجري","الشكل الحجري",None
978786754,الصدفية,99,مبخرة,الصدفية,الصدفية,None
978786754,الصدفيه-978786754,105,مبخرة,الصدفيه,الصدفيه,None
3846403,اورانج-3846403,100,"Puffer coat",اورانج,اورانج,None
44557883,اورانج/2xl-44557883,30,ياقوت,اورانج/2XL,اورانج,2XL
868037503,اورانج/2xl-868037503,0,"ريب سوت",اورانج/2XL,اورانج,2XL
9095858,اورانج/2xl-9095858,17,"فستان ريب",اورانج/2XL,اورانج,2XL
94754284,اورانج/2XL-94754284,100,"sola suit",اورانج/2XL,اورانج,2XL
44557883,اورانج/3xl-44557883,30,ياقوت,اورانج/3XL,اورانج,3XL
868037503,اورانج/3xl-868037503,0,"ريب سوت",اورانج/3XL,اورانج,3XL
94754284,اورانج/3XL-94754284,100,"sola suit",اورانج/3XL,اورانج,3XL
0945945,اورانج/xl-0945945,100,"سويت شيرت شيري",اورانج/xl,اورانج,xl
44557883,اورانج/xl-44557883,30,ياقوت,اورانج/xl,اورانج,xl
868037503,اورانج/xl-868037503,100,"ريب سوت",اورانج/xl,اورانج,xl
9095858,اورانج/xl-9095858,101,"فستان ريب",اورانج/xl,اورانج,xl
94754284,اورانج/XL-94754284,100,"sola suit",اورانج/xl,اورانج,xl
127858495,اوف_وايت/2XL-127858495,0,"جاكيت ساده",اوف_وايت/2xl,اوف_وايت,2xl
2456543689032,اوف_وايت/2xl-2456543689032,1,"طقم كارديجان وبنطلون",اوف_وايت/2xl,اوف_وايت,2xl
77597265,اوف_وايت/2XL-77597265,0,kami,اوف_وايت/2xl,اوف_وايت,2xl
94847204,اوف_وايت/2XL-94847204,100,"بنطلون حريمي",اوف_وايت/2xl,اوف_وايت,2xl
127858495,اوف_وايت/3XL-127858495,0,"جاكيت ساده",اوف_وايت/3XL,اوف_وايت,3XL
77597265,اوف_وايت/3XL-77597265,39,kami,اوف_وايت/3XL,اوف_وايت,3XL
94847204,اوف_وايت/3XL-94847204,100,"بنطلون حريمي",اوف_وايت/3XL,اوف_وايت,3XL
127858495,اوف_وايت/XL-127858495,100,"جاكيت ساده",اوف_وايت/xl,اوف_وايت,xl
2456543689032,اوف_وايت/xl-2456543689032,100,"طقم كارديجان وبنطلون",اوف_وايت/xl,اوف_وايت,xl
77597265,اوف_وايت/XL-77597265,100,kami,اوف_وايت/xl,اوف_وايت,xl
94847204,اوف_وايت/XL-94847204,100,"بنطلون حريمي",اوف_وايت/xl,اوف_وايت,xl
35456438756,بترولي/2xl-35456438756,0,"طقم قطعتين",بترولي/2xl,بترولي,2xl
43763129,بترولي/2XL-43763129,100,بالطو,بترولي/2xl,بترولي,2xl
4544334422,بترولي/2xl-4544334422,0,"طقم 3 قطع",بترولي/2xl,بترولي,2xl
7492649,بترولي/2XL-7492649,93,"بلوزه ساندي",بترولي/2xl,بترولي,2xl
94847204,بترولي/2XL-94847204,100,"بنطلون حريمي",بترولي/2xl,بترولي,2xl
43763129,بترولي/3XL-43763129,100,بالطو,بترولي/3xl,بترولي,3xl
4544334422,بترولي/3xl-4544334422,0,"طقم 3 قطع",بترولي/3xl,بترولي,3xl
7492649,بترولي/3xl-7492649,92,"بلوزه ساندي",بترولي/3xl,بترولي,3xl
94847204,بترولي/3XL-94847204,100,"بنطلون حريمي",بترولي/3xl,بترولي,3xl
35456438756,بترولي/xl-35456438756,100,"طقم قطعتين",بترولي/xl,بترولي,xl
43763129,بترولي/XL-43763129,100,بالطو,بترولي/xl,بترولي,xl
4544334422,بترولي/xl-4544334422,100,"طقم 3 قطع",بترولي/xl,بترولي,xl
7492649,بترولي/XL-7492649,119,"بلوزه ساندي",بترولي/xl,بترولي,xl
94847204,بترولي/XL-94847204,100,"بنطلون حريمي",بترولي/xl,بترولي,xl
35456438756,بتنجاني/2xl-35456438756,149,"طقم قطعتين",بتنجاني/2xl,بتنجاني,2xl
35456438756,بتنجاني/xl-35456438756,100,"طقم قطعتين",بتنجاني/xl,بتنجاني,xl
,"بخرة قهوة",100,"palestine - 32cm*90cm","بخرة قهوة","بخرة قهوة",None
87468,بخور-87468,999971,بخور,بخور,بخور,None
84947920,برتقالي/2XL-84947920,29,"بلوزه girl boss",برتقالي/2XL,برتقالي,2XL
84947920,برتقالي/3XL-84947920,33,"بلوزه girl boss",برتقالي/3XL,برتقالي,3XL
84947920,برتقالي/XL-84947920,98,"بلوزه girl boss",برتقالي/XL,برتقالي,XL
43567876,بطيخى/2XL-43567876,0,ديفا,بطيخى/2XL,بطيخى,2XL
43567876,بطيخى/3XL-43567876,0,ديفا,بطيخى/3XL,بطيخى,3XL
43567876,بطيخى/XL-43567876,102,ديفا,بطيخى/XL,بطيخى,XL
2456543689032,بطيخي/2xl-2456543689032,,"طقم كارديجان وبنطلون",بطيخي/2XL,بطيخي,2XL
53553553,بطيخي/2xl-53553553,27,"كراميل سوت",بطيخي/2XL,بطيخي,2XL
53553553,بطيخي/3xl-53553553,36,"كراميل سوت",بطيخي/3XL,بطيخي,3XL
2456543689032,بطيخي/xl-2456543689032,100,"طقم كارديجان وبنطلون",بطيخي/XL,بطيخي,XL
53553553,بطيخي/xl-53553553,15,"كراميل سوت",بطيخي/XL,بطيخي,XL
35765638764,بنفسجي/2xl-35765638764,0,"سوت قطعتين",بنفسجي/2xl,بنفسجي,2xl
7492649,بنفسجي/2XL-7492649,106,"بلوزه ساندي",بنفسجي/2xl,بنفسجي,2xl
82477702,بنفسجي/2xl-82477702,112,"سوت قطعتين",بنفسجي/2xl,بنفسجي,2xl
35765638764,بنفسجي/3xl-35765638764,0,"سوت قطعتين",بنفسجي/3xl,بنفسجي,3xl
7492649,بنفسجي/3xl-7492649,108,"بلوزه ساندي",بنفسجي/3xl,بنفسجي,3xl
82477702,بنفسجي/3xl-82477702,0,"سوت قطعتين",بنفسجي/3xl,بنفسجي,3xl
35765638764,بنفسجي/xl-35765638764,303,"سوت قطعتين",بنفسجي/xl,بنفسجي,xl
7492649,بنفسجي/XL-7492649,107,"بلوزه ساندي",بنفسجي/xl,بنفسجي,xl
82477702,بنفسجي/xl-82477702,25,"سوت قطعتين",بنفسجي/xl,بنفسجي,xl
275479,بني/2XL-275479,0,"New york",بني/2XL,بني,2XL
43763129,بني/2XL-43763129,100,بالطو,بني/2XL,بني,2XL
5630877,بني/2xl-5630877,0,"رودي بالطو",بني/2XL,بني,2XL
7492649,بني/2XL-7492649,96,"بلوزه ساندي",بني/2XL,بني,2XL
77597265,بني/2XL-77597265,0,kami,بني/2XL,بني,2XL
8635647,بني/2xl-8635647,37,"سندريلا سوت",بني/2XL,بني,2XL
275479,بني/3XL-275479,0,"New york",بني/3XL,بني,3XL
43763129,بني/3XL-43763129,100,بالطو,بني/3XL,بني,3XL
5630877,بني/3xl-5630877,36,"رودي بالطو",بني/3XL,بني,3XL
7492649,بني/3xl-7492649,87,"بلوزه ساندي",بني/3XL,بني,3XL
77597265,بني/3XL-77597265,0,kami,بني/3XL,بني,3XL
8635647,بني/3xl-8635647,31,"سندريلا سوت",بني/3XL,بني,3XL
275479,بني/XL-275479,101,"New york",بني/XL,بني,XL
43763129,بني/XL-43763129,100,بالطو,بني/XL,بني,XL
5630877,بني/xl-5630877,99,"رودي بالطو",بني/XL,بني,XL
7492649,بني/XL-7492649,96,"بلوزه ساندي",بني/XL,بني,XL
77597265,بني/XL-77597265,100,kami,بني/XL,بني,XL
8635647,بني/xl-8635647,117,"سندريلا سوت",بني/XL,بني,XL
8712007797,"بيبي بلو/2XL-8712007797",100,"ترنج سي  C","بيبي بلو/2XL","بيبي بلو",2XL
857394711,"بيبي بلو/3XL",0,"summer vibes","بيبي بلو/3XL","بيبي بلو",3XL
8712007797,"بيبي بلو/3XL-8712007797",99,"ترنج سي  C","بيبي بلو/3XL","بيبي بلو",3XL
456930,"بيبي بلو/XL",2,"سويت شيرت شيري -","بيبي بلو/XL","بيبي بلو",XL
8712007797,"بيبي بلو/XL-8712007797",100,"ترنج سي  C","بيبي بلو/XL","بيبي بلو",XL
275479,بيبي_بلو/2XL-275479,0,"New york",بيبي_بلو/2xl,بيبي_بلو,2xl
275517,بيبي_بلو/2xl-275517,38,galaxy,بيبي_بلو/2xl,بيبي_بلو,2xl
2893454957,بيبي_بلو/2XL-2893454957,100,"جاكيت مقلم",بيبي_بلو/2xl,بيبي_بلو,2xl
44557883,بيبي_بلو/2xl-44557883,30,ياقوت,بيبي_بلو/2xl,بيبي_بلو,2xl
4784368,بيبي_بلو/2xl-4784368,99,"thirty سويت شيرت",بيبي_بلو/2xl,بيبي_بلو,2xl
49675024,بيبي_بلو/2XL-49675024,98,freeedom,بيبي_بلو/2xl,بيبي_بلو,2xl
857394711,بيبي_بلو/2XL-857394711,50,"summer vibes",بيبي_بلو/2xl,بيبي_بلو,2xl
94754284,بيبي_بلو/2XL-94754284,99,"sola suit",بيبي_بلو/2xl,بيبي_بلو,2xl
275479,بيبي_بلو/3XL-275479,0,"New york",بيبي_بلو/3xl,بيبي_بلو,3xl
275517,بيبي_بلو/3xl-275517,44,galaxy,بيبي_بلو/3xl,بيبي_بلو,3xl
2893454957,بيبي_بلو/3XL-2893454957,100,"جاكيت مقلم",بيبي_بلو/3xl,بيبي_بلو,3xl
44557883,بيبي_بلو/3xl-44557883,30,ياقوت,بيبي_بلو/3xl,بيبي_بلو,3xl
4784368,بيبي_بلو/3xl-4784368,98,"thirty سويت شيرت",بيبي_بلو/3xl,بيبي_بلو,3xl
49675024,بيبي_بلو/3XL-49675024,99,freeedom,بيبي_بلو/3xl,بيبي_بلو,3xl
857394711,بيبي_بلو/3XL-857394711,50,"summer vibes",بيبي_بلو/3xl,بيبي_بلو,3xl
94754284,بيبي_بلو/3XL-94754284,99,"sola suit",بيبي_بلو/3xl,بيبي_بلو,3xl
0945945,بيبي_بلو/xl-0945945,100,"سويت شيرت شيري",بيبي_بلو/xl,بيبي_بلو,xl
275479,بيبي_بلو/XL-275479,101,"New york",بيبي_بلو/xl,بيبي_بلو,xl
275517,بيبي_بلو/xl-275517,48,galaxy,بيبي_بلو/xl,بيبي_بلو,xl
2893454957,بيبي_بلو/XL-2893454957,100,"جاكيت مقلم",بيبي_بلو/xl,بيبي_بلو,xl
44557883,بيبي_بلو/xl-44557883,30,ياقوت,بيبي_بلو/xl,بيبي_بلو,xl
4784368,بيبي_بلو/xl-4784368,98,"thirty سويت شيرت",بيبي_بلو/xl,بيبي_بلو,xl
49675024,بيبي_بلو/XL-49675024,100,freeedom,بيبي_بلو/xl,بيبي_بلو,xl
857394711,بيبي_بلو/XL-857394711,49,"summer vibes",بيبي_بلو/xl,بيبي_بلو,xl
94754284,بيبي_بلو/XL-94754284,101,"sola suit",بيبي_بلو/xl,بيبي_بلو,xl
988665346,"بيت 1",100,"المبخرة الدفاية","بيت 1","بيت 1",None
,"بيت 2",100,"palestine - 32cm*90cm","بيت 2","بيت 2",None
567654333,"بيت السنافر",97,"مبخره السنفور","بيت السنافر","بيت السنافر",None
001158785,بيج-001158785,100,"عبايه خليجي",بيج,بيج,None
275957,بيج-275957,100,"شال فورير",بيج,بيج,None
275957,بيج-27595770760,100,"شال فورير",بيج,بيج,None
94877503,بيج-94877503,100,"اسدال مشجر",بيج,بيج,None
5387894574,بيج*ابيض/XL-5387894574,100,"دريس ست الحسن",بيج*ابيض/XL,بيج*ابيض,XL
2345552234,بيج*اسود/2XL-2345552234,0,"دريس وجاكيت روزالين",بيج*اسود/2XL,بيج*اسود,2XL
2345552234,بيج*اسود/XL-2345552234,100,"دريس وجاكيت روزالين",بيج*اسود/XL,بيج*اسود,XL
21784358,بيج/2XL-21784358,100,"جاكيت ببندانه",بيج/2XL,بيج,2XL
2456543689032,بيج/2xl-2456543689032,,"طقم كارديجان وبنطلون",بيج/2XL,بيج,2XL
275517,بيج/2xl-275517,50,galaxy,بيج/2XL,بيج,2XL
275518,بيج/2XL-275518,0,lovelysweetshirt,بيج/2XL,بيج,2XL
35456438756,بيج/2xl-35456438756,151,"طقم قطعتين",بيج/2XL,بيج,2XL
384783985,بيج/2XL-384783985,97,"ايمي سوت",بيج/2XL,بيج,2XL
4544334422,بيج/2xl-4544334422,0,"طقم 3 قطع",بيج/2XL,بيج,2XL
47565789,بيج/2xl-47565789,77,"طقم 4 قطع",بيج/2XL,بيج,2XL
5037503,بيج/2XL-5037503,0,"بلوزه زراير",بيج/2XL,بيج,2XL
7492649,بيج/2XL-7492649,94,"بلوزه ساندي",بيج/2XL,بيج,2XL
77597265,بيج/2XL-77597265,0,kami,بيج/2XL,بيج,2XL
784857845,بيج/2XL-784857845,50,"بالطو كاروه",بيج/2XL,بيج,2XL
78493473744,بيج/2XL-78493473744,1,"بنطلون رجالي كتان",بيج/2XL,بيج,2XL
82477702,بيج/2xl-82477702,94,"سوت قطعتين",بيج/2XL,بيج,2XL
8376490,بيج/2xl-8376490,1,"cargo suit",بيج/2XL,بيج,2XL
849944,بيج/2XL-849944,97,"ترنج run",بيج/2XL,بيج,2XL
857394711,بيج/2XL-857394711,50,"summer vibes",بيج/2XL,بيج,2XL
8742008,بيج/2XL-8742008,54,"ليلي دريس",بيج/2XL,بيج,2XL
8745200,بيج/2XL-8745200,19,"شيميز قمر",بيج/2XL,بيج,2XL
9095858,بيج/2xl-9095858,14,"فستان ريب",بيج/2XL,بيج,2XL
9476764,بيج/2XL-9476764,27,"X TEE SHIRT",بيج/2XL,بيج,2XL
94847204,بيج/2XL-94847204,100,"بنطلون حريمي",بيج/2XL,بيج,2XL
21784358,بيج/3XL-21784358,100,"جاكيت ببندانه",بيج/3XL,بيج,3XL
275517,بيج/3xl-275517,48,galaxy,بيج/3XL,بيج,3XL
275518,بيج/3XL-275518,0,lovelysweetshirt,بيج/3XL,بيج,3XL
384783985,بيج/3XL-384783985,100,"ايمي سوت",بيج/3XL,بيج,3XL
4544334422,بيج/3xl-4544334422,0,"طقم 3 قطع",بيج/3XL,بيج,3XL
7492649,بيج/3xl-7492649,95,"بلوزه ساندي",بيج/3XL,بيج,3XL
77597265,بيج/3XL-77597265,3,kami,بيج/3XL,بيج,3XL
784857845,بيج/3XL-784857845,50,"بالطو كاروه",بيج/3XL,بيج,3XL
78493473744,بيج/3XL-78493473744,3,"بنطلون رجالي كتان",بيج/3XL,بيج,3XL
82477702,بيج/3xl-82477702,76,"سوت قطعتين",بيج/3XL,بيج,3XL
849944,بيج/3XL-849944,96,"ترنج run",بيج/3XL,بيج,3XL
857394711,بيج/3XL-857394711,50,"summer vibes",بيج/3XL,بيج,3XL
8742008,بيج/3XL-8742008,72,"ليلي دريس",بيج/3XL,بيج,3XL
8745200,بيج/3XL-8745200,24,"شيميز قمر",بيج/3XL,بيج,3XL
9476764,بيج/3XL-9476764,36,"X TEE SHIRT",بيج/3XL,بيج,3XL
94847204,بيج/3XL-94847204,100,"بنطلون حريمي",بيج/3XL,بيج,3XL
8376490,بيج/A-8376490,,"cargo suit",بيج/A,بيج,A
8376490,بيج/B-8376490,,"cargo suit",بيج/B,بيج,B
8376490,بيج/C-8376490,,"cargo suit",بيج/C,بيج,C
35363342,بيج/XL,100,"ساندي - ",بيج/XL,بيج,XL
0945945,بيج/xl-0945945,100,"سويت شيرت شيري",بيج/XL,بيج,XL
21784358,بيج/XL-21784358,101,"جاكيت ببندانه",بيج/XL,بيج,XL
2456543689032,بيج/xl-2456543689032,100,"طقم كارديجان وبنطلون",بيج/XL,بيج,XL
275517,بيج/xl-275517,52,galaxy,بيج/XL,بيج,XL
275518,بيج/XL-275518,101,lovelysweetshirt,بيج/XL,بيج,XL
347488786895,بيج/xl-347488786895,97,"سوت نولا",بيج/XL,بيج,XL
35456438756,بيج/xl-35456438756,100,"طقم قطعتين",بيج/XL,بيج,XL
384783985,بيج/XL-384783985,100,"ايمي سوت",بيج/XL,بيج,XL
4544334422,بيج/xl-4544334422,100,"طقم 3 قطع",بيج/XL,بيج,XL
47565789,بيج/xl-47565789,82,"طقم 4 قطع",بيج/XL,بيج,XL
475793755,بيج/xl-475793755,102,"ليلي دريس",بيج/XL,بيج,XL
5037503,بيج/XL-5037503,100,"بلوزه زراير",بيج/XL,بيج,XL
5868947566,بيج/xl-5868947566,101,"ليلي سوت",بيج/XL,بيج,XL
648934785834,بيج/xl-648934785834,100,شروال,بيج/XL,بيج,XL
7492649,بيج/XL-7492649,103,"بلوزه ساندي",بيج/XL,بيج,XL
77597265,بيج/XL-77597265,102,kami,بيج/XL,بيج,XL
784857845,بيج/XL-784857845,100,"بالطو كاروه",بيج/XL,بيج,XL
78493473744,بيج/XL-78493473744,100,"بنطلون رجالي كتان",بيج/XL,بيج,XL
82477702,بيج/xl-82477702,77,"سوت قطعتين",بيج/XL,بيج,XL
8376490,بيج/xl-8376490,100,"cargo suit",بيج/XL,بيج,XL
849944,بيج/XL-849944,94,"ترنج run",بيج/XL,بيج,XL
857394711,بيج/XL-857394711,51,"summer vibes",بيج/XL,بيج,XL
8742008,بيج/XL-8742008,75,"ليلي دريس",بيج/XL,بيج,XL
8745200,بيج/XL-8745200,9,"شيميز قمر",بيج/XL,بيج,XL
9095858,بيج/xl-9095858,100,"فستان ريب",بيج/XL,بيج,XL
9476764,بيج/XL-9476764,31,"X TEE SHIRT",بيج/XL,بيج,XL
94847204,بيج/XL-94847204,100,"بنطلون حريمي",بيج/XL,بيج,XL
868037503,بيح/2xl-868037503,1,"ريب سوت",بيح/2xl,بيح,2xl
868037503,بيح/3xl-868037503,0,"ريب سوت",بيح/3xl,بيح,3xl
74785963,بيح/XL-74785963,100,"بلوزه سندريلا",بيح/xl,بيح,xl
868037503,بيح/xl-868037503,100,"ريب سوت",بيح/xl,بيح,xl
275479,بينك/2XL-275479,0,"New york",بينك/2XL,بينك,2XL
275486,بينك/2XL-275486,99,Mulvari,بينك/2XL,بينك,2XL
275517,بينك/2xl-275517,45,galaxy,بينك/2XL,بينك,2XL
275518,بينك/2XL-275518,0,lovelysweetshirt,بينك/2XL,بينك,2XL
456783595395870,بينك/2xl-456783595395870,149,"شيميز روزالين",بينك/2XL,بينك,2XL
486453415,بينك/2XL-486453415,45,"ترنج حروف",بينك/2XL,بينك,2XL
84947920,بينك/2XL-84947920,11,"بلوزه girl boss",بينك/2XL,بينك,2XL
275479,بينك/3XL-275479,0,"New york",بينك/3XL,بينك,3XL
275486,بينك/3XL-275486,100,Mulvari,بينك/3XL,بينك,3XL
275517,بينك/3xl-275517,47,galaxy,بينك/3XL,بينك,3XL
275518,بينك/3XL-275518,0,lovelysweetshirt,بينك/3XL,بينك,3XL
486453415,بينك/3XL-486453415,50,"ترنج حروف",بينك/3XL,بينك,3XL
84947920,بينك/3XL-84947920,26,"بلوزه girl boss",بينك/3XL,بينك,3XL
275479,بينك/XL-275479,101,"New york",بينك/XL,بينك,XL
275486,بينك/XL-275486,100,Mulvari,بينك/XL,بينك,XL
275517,بينك/xl-275517,38,galaxy,بينك/XL,بينك,XL
275518,بينك/XL-275518,99,lovelysweetshirt,بينك/XL,بينك,XL
456783595395870,بينك/xl-456783595395870,100,"شيميز روزالين",بينك/XL,بينك,XL
486453415,بينك/XL-486453415,101,"ترنج حروف",بينك/XL,بينك,XL
5868947566,بينك/xl-5868947566,100,"ليلي سوت",بينك/XL,بينك,XL
84947920,بينك/XL-84947920,63,"بلوزه girl boss",بينك/XL,بينك,XL
759238749,تركواز-759238749,100,"اسدال CO",تركواز,تركواز,None
5868947566,تركواز/xl-5868947566,100,"ليلي سوت",تركواز/xl,تركواز,xl
8376490,تفاحي/2xl-8376490,99,"cargo suit",تفاحي/2xl,تفاحي,2xl
8376490,تفاحي/A-8376490,,"cargo suit",تفاحي/A,تفاحي,A
8376490,تفاحي/B-8376490,,"cargo suit",تفاحي/B,تفاحي,B
8376490,تفاحي/C-8376490,,"cargo suit",تفاحي/C,تفاحي,C
8376490,تفاحي/xl-8376490,100,"cargo suit",تفاحي/xl,تفاحي,xl
275957,ثعلبي,100,"شال فورير",ثعلبي,ثعلبي,None
275957,ثعلبي-275957,100,"شال فورير",ثعلبي,ثعلبي,None
275957,ثعلبي-27595770760,100,"شال فورير",ثعلبي,ثعلبي,None
5037503,جراي/2XL-5037503,0,"بلوزه زراير",جراي/2XL,جراي,2XL
5445454,جراي/2XL-5445454,933,"بنطلون كيكي",جراي/2XL,جراي,2XL
857394711,جراي/2XL-857394711,50,"summer vibes",جراي/2XL,جراي,2XL
8742008,جراي/2XL-8742008,9,"ليلي دريس",جراي/2XL,جراي,2XL
43763129,جراي/3XL,1,بالطو,جراي/3XL,جراي,3XL
5445454,جراي/3XL-5445454,945,"بنطلون كيكي",جراي/3XL,جراي,3XL
857394711,جراي/3XL-857394711,52,"summer vibes",جراي/3XL,جراي,3XL
8742008,جراي/3XL-8742008,53,"ليلي دريس",جراي/3XL,جراي,3XL
347488786895,جراي/xl-347488786895,100,"سوت نولا",جراي/XL,جراي,XL
475793755,جراي/xl-475793755,102,"ليلي دريس",جراي/XL,جراي,XL
5037503,جراي/XL-5037503,100,"بلوزه زراير",جراي/XL,جراي,XL
5445454,جراي/XL-5445454,920,"بنطلون كيكي",جراي/XL,جراي,XL
