code,item_code,quantity,product_name,variant_name,color,size
857394711,جراي/XL-857394711,45,"summer vibes",جراي/XL,جراي,XL
8742008,جراي/XL-8742008,47,"ليلي دريس",جراي/XL,جراي,XL
5654837457349,جملي-5654837457349,100,"شال كاب",جملي,جملي,None
43763129,جنزارى/XL,21,بالطو,جنزارى/XL,جنزارى,XL
332949857,جنزاري-332949857,100,"اسدال الندى",جنزاري,جنزاري,None
759048585574,جنزاري-759048585574,100,"شيميز اوفر سايز",جنزاري,جنزاري,None
127858495,جنزاري/2XL-127858495,3,"جاكيت ساده",جنزاري/2XL,جنزاري,2XL
21784358,جنزاري/2XL-21784358,98,"جاكيت ببندانه",جنزاري/2XL,جنزاري,2XL
2474055,جنزاري/2XL-2474055,100,"جاكيت بسوسته",جنزاري/2XL,جنزاري,2XL
35456438756,جنزاري/2xl-35456438756,150,"طقم قطعتين",جنزاري/2XL,جنزاري,2XL
43763129,جنزاري/2XL-43763129,99,بالطو,جنزاري/2XL,جنزاري,2XL
445678,جنزاري/2xl-445678,100,هودي,جنزاري/2XL,جنزاري,2XL
747893865,جنزاري/2XL-747893865,0,تونك,جنزاري/2XL,جنزاري,2XL
7492649,جنزاري/2XL-7492649,95,"بلوزه ساندي",جنزاري/2XL,جنزاري,2XL
8742008,جنزاري/2XL-8742008,51,"ليلي دريس",جنزاري/2XL,جنزاري,2XL
127858495,جنزاري/3XL-127858495,25,"جاكيت ساده",جنزاري/3XL,جنزاري,3XL
21784358,جنزاري/3XL-21784358,99,"جاكيت ببندانه",جنزاري/3XL,جنزاري,3XL
2474055,جنزاري/3XL-2474055,100,"جاكيت بسوسته",جنزاري/3XL,جنزاري,3XL
43763129,جنزاري/3XL-43763129,97,بالطو,جنزاري/3XL,جنزاري,3XL
7492649,جنزاري/3xl-7492649,97,"بلوزه ساندي",جنزاري/3XL,جنزاري,3XL
8742008,جنزاري/3XL-8742008,62,"ليلي دريس",جنزاري/3XL,جنزاري,3XL
127858495,جنزاري/XL-127858495,100,"جاكيت ساده",جنزاري/XL,جنزاري,XL
21784358,جنزاري/XL-21784358,101,"جاكيت ببندانه",جنزاري/XL,جنزاري,XL
2474055,جنزاري/XL-2474055,100,"جاكيت بسوسته",جنزاري/XL,جنزاري,XL
35456438756,جنزاري/xl-35456438756,100,"طقم قطعتين",جنزاري/XL,جنزاري,XL
43763129,جنزاري/XL-43763129,100,بالطو,جنزاري/XL,جنزاري,XL
445678,جنزاري/xl-445678,100,هودي,جنزاري/XL,جنزاري,XL
475793755,جنزاري/xl-475793755,100,"ليلي دريس",جنزاري/XL,جنزاري,XL
5868947566,جنزاري/xl-5868947566,103,"ليلي سوت",جنزاري/XL,جنزاري,XL
747893865,جنزاري/XL-747893865,100,تونك,جنزاري/XL,جنزاري,XL
7492649,جنزاري/XL-7492649,120,"بلوزه ساندي",جنزاري/XL,جنزاري,XL
8742008,جنزاري/XL-8742008,77,"ليلي دريس",جنزاري/XL,جنزاري,XL
58458724,دهبي-58458724,102,"حامل المصحف",دهبي,دهبي,None
987986239,دهبي-987986239,96,"مبخرة قهوة",دهبي,دهبي,None
874100008,ذهبي-874100008,99973,"طقم المعوذتين",ذهبي,ذهبي,None
5654837457349,رصاصي-5654837457349,100,"شال كاب",رصاصي,رصاصي,None
35456438756,رمادي_غامق/2xl-35456438756,0,"طقم قطعتين",رمادي_غامق/2XL,رمادي_غامق,2XL
43763129,رمادي_غامق/2XL-43763129,100,بالطو,رمادي_غامق/2XL,رمادي_غامق,2XL
784857845,رمادي_غامق/2XL-784857845,49,"بالطو كاروه",رمادي_غامق/2XL,رمادي_غامق,2XL
43763129,رمادي_غامق/3XL-43763129,99,بالطو,رمادي_غامق/3XL,رمادي_غامق,3XL
784857845,رمادي_غامق/3XL-784857845,50,"بالطو كاروه",رمادي_غامق/3XL,رمادي_غامق,3XL
35456438756,رمادي_غامق/xl-35456438756,100,"طقم قطعتين",رمادي_غامق/xl,رمادي_غامق,xl
43763129,رمادي_غامق/XL-43763129,100,بالطو,رمادي_غامق/xl,رمادي_غامق,xl
648934785834,رمادي_غامق/xl-648934785834,100,شروال,رمادي_غامق/xl,رمادي_غامق,xl
784857845,رمادي_غامق/XL-784857845,100,"بالطو كاروه",رمادي_غامق/xl,رمادي_غامق,xl
759048585574,رمادي-759048585574,100,"شيميز اوفر سايز",رمادي,رمادي,None
445678,رمادي-فاتح/2xl-445678,100,هودي,رمادي-فاتح/2xl,رمادي-فاتح,2xl
445678,رمادي-فاتح/xl-445678,99,هودي,رمادي-فاتح/xl,رمادي-فاتح,xl
784410541,رمادي/1XL-784410541,98,"ترنج more",رمادي/1XL,رمادي,1XL
158701021,رمادي/2XL-158701021,99,"طقم Olivia suit",رمادي/2XL,رمادي,2XL
275517,رمادي/2xl-275517,42,galaxy,رمادي/2XL,رمادي,2XL
275518,رمادي/2XL-275518,0,lovelysweetshirt,رمادي/2XL,رمادي,2XL
53553553,رمادي/2xl-53553553,40,"كراميل سوت",رمادي/2XL,رمادي,2XL
55468368,رمادي/2xl-55468368,100,"شيميز كاروه وتيشرت",رمادي/2XL,رمادي,2XL
784410541,رمادي/2XL-784410541,100,"ترنج more",رمادي/2XL,رمادي,2XL
78493473744,رمادي/2XL-78493473744,0,"بنطلون رجالي كتان",رمادي/2XL,رمادي,2XL
849944,رمادي/2XL-849944,95,"ترنج run",رمادي/2XL,رمادي,2XL
8635647,رمادي/2xl-8635647,39,"سندريلا سوت",رمادي/2XL,رمادي,2XL
158701021,رمادي/3XL-158701021,98,"طقم Olivia suit",رمادي/3XL,رمادي,3XL
275517,رمادي/3xl-275517,43,galaxy,رمادي/3XL,رمادي,3XL
275518,رمادي/3XL-275518,0,lovelysweetshirt,رمادي/3XL,رمادي,3XL
53553553,رمادي/3xl-53553553,38,"كراميل سوت",رمادي/3XL,رمادي,3XL
55468368,رمادي/3xl-55468368,100,"شيميز كاروه وتيشرت",رمادي/3XL,رمادي,3XL
784410541,رمادي/3XL-784410541,99,"ترنج more",رمادي/3XL,رمادي,3XL
78493473744,رمادي/3XL-78493473744,0,"بنطلون رجالي كتان",رمادي/3XL,رمادي,3XL
849944,رمادي/3XL-849944,99,"ترنج run",رمادي/3XL,رمادي,3XL
8635647,رمادي/3xl-8635647,33,"سندريلا سوت",رمادي/3XL,رمادي,3XL
158701021,رمادي/XL-158701021,97,"طقم Olivia suit",رمادي/XL,رمادي,XL
275517,رمادي/xl-275517,50,galaxy,رمادي/XL,رمادي,XL
275518,رمادي/XL-275518,100,lovelysweetshirt,رمادي/XL,رمادي,XL
53553553,رمادي/xl-53553553,10,"كراميل سوت",رمادي/XL,رمادي,XL
55468368,رمادي/xl-55468368,100,"شيميز كاروه وتيشرت",رمادي/XL,رمادي,XL
78493473744,رمادي/XL-78493473744,100,"بنطلون رجالي كتان",رمادي/XL,رمادي,XL
849944,رمادي/XL-849944,88,"ترنج run",رمادي/XL,رمادي,XL
8635647,رمادي/xl-8635647,112,"سندريلا سوت",رمادي/XL,رمادي,XL
275486,روز/2XL-275486,100,Mulvari,روز/2XL,روز,2XL
7225741,روز/2XL-7225741,17,"كاندي قطعتين",روز/2XL,روز,2XL
275486,روز/3XL-275486,100,Mulvari,روز/3XL,روز,3XL
7225741,روز/3XL-7225741,20,"كاندي قطعتين",روز/3XL,روز,3XL
275486,روز/XL-275486,100,Mulvari,روز/XL,روز,XL
7225741,روز/XL-7225741,20,"كاندي قطعتين",روز/XL,روز,XL
21784358,زهري/2XL-21784358,99,"جاكيت ببندانه",زهري/2xl,زهري,2xl
456783595395870,زهري/2xl-456783595395870,501,"شيميز روزالين",زهري/2xl,زهري,2xl
47565789,زهري/2xl-47565789,87,"طقم 4 قطع",زهري/2xl,زهري,2xl
21784358,زهري/3XL-21784358,100,"جاكيت ببندانه",زهري/3XL,زهري,3XL
21784358,زهري/XL-21784358,100,"جاكيت ببندانه",زهري/xl,زهري,xl
456783595395870,زهري/xl-456783595395870,100,"شيميز روزالين",زهري/xl,زهري,xl
4636858874,زهري/xl-4636858874,70,"شيميز سوفت ليكرا",زهري/xl,زهري,xl
47565789,زهري/xl-47565789,107,"طقم 4 قطع",زهري/xl,زهري,xl
74785963,زهري/XL-74785963,100,"بلوزه سندريلا",زهري/xl,زهري,xl
94877503,زيتي-94877503,100,"اسدال مشجر",زيتي,زيتي,None
784410541,زيتي/1XL-784410541,99,"ترنج more",زيتي/1XL,زيتي,1XL
456783595395870,زيتي/2xl-456783595395870,501,"شيميز روزالين",زيتي/2XL,زيتي,2XL
747893865,زيتي/2XL-747893865,0,تونك,زيتي/2XL,زيتي,2XL
784410541,زيتي/2XL-784410541,99,"ترنج more",زيتي/2XL,زيتي,2XL
78493473744,زيتي/2XL-78493473744,1,"بنطلون رجالي كتان",زيتي/2XL,زيتي,2XL
8376490,زيتي/2xl-8376490,98,"cargo suit",زيتي/2XL,زيتي,2XL
9476764,زيتي/2XL-9476764,44,"X TEE SHIRT",زيتي/2XL,زيتي,2XL
94847204,زيتي/2XL-94847204,100,"بنطلون حريمي",زيتي/2XL,زيتي,2XL
784410541,زيتي/3XL-784410541,99,"ترنج more",زيتي/3XL,زيتي,3XL
78493473744,زيتي/3XL-78493473744,2,"بنطلون رجالي كتان",زيتي/3XL,زيتي,3XL
9476764,زيتي/3XL-9476764,45,"X TEE SHIRT",زيتي/3XL,زيتي,3XL
94847204,زيتي/3XL-94847204,100,"بنطلون حريمي",زيتي/3XL,زيتي,3XL
8376490,زيتي/A-8376490,,"cargo suit",زيتي/A,زيتي,A
8376490,زيتي/B-8376490,,"cargo suit",زيتي/B,زيتي,B
8376490,زيتي/C-8376490,,"cargo suit",زيتي/C,زيتي,C
456783595395870,زيتي/xl-456783595395870,100,"شيميز روزالين",زيتي/XL,زيتي,XL
4636858874,زيتي/xl-4636858874,70,"شيميز سوفت ليكرا",زيتي/XL,زيتي,XL
5868947566,زيتي/xl-5868947566,100,"ليلي سوت",زيتي/XL,زيتي,XL
747893865,زيتي/XL-747893865,100,تونك,زيتي/XL,زيتي,XL
78493473744,زيتي/XL-78493473744,100,"بنطلون رجالي كتان",زيتي/XL,زيتي,XL
8376490,زيتي/xl-8376490,101,"cargo suit",زيتي/XL,زيتي,XL
9476764,زيتي/XL-9476764,56,"X TEE SHIRT",زيتي/XL,زيتي,XL
94847204,زيتي/XL-94847204,100,"بنطلون حريمي",زيتي/XL,زيتي,XL
978786754,"سحب جبال ابها",97,مبخرة,"سحب جبال ابها","سحب جبال ابها",None
43567876,سماوي/2XL-43567876,0,ديفا,سماوي/2XL,سماوي,2XL
43567876,سماوي/3XL-43567876,0,ديفا,سماوي/3XL,سماوي,3XL
43567876,سماوي/XL-43567876,101,ديفا,سماوي/XL,سماوي,XL
74785963,سماوي/XL-74785963,100,"بلوزه سندريلا",سماوي/XL,سماوي,XL
567654333,سنفور-567654333,99,"مبخره السنفور",سنفور,سنفور,None
23859748,شانيه/2XL-23859748,10,"تيشرت بيكا",شانيه/2XL,شانيه,2XL
23859748,شانيه/3XL-23859748,10,"تيشرت بيكا",شانيه/3XL,شانيه,3XL
23859748,شانيه/4XL-23859748,10,"تيشرت بيكا",شانيه/4XL,شانيه,4XL
23859748,شانيه/XL-23859748,10,"تيشرت بيكا",شانيه/XL,شانيه,XL
0989738126,"شكل 1 (البامبو)",100,"المبخرة الشلال (10 قطع بخور هدية مجانية) - نافورة الشكولاتة","شكل 1 (البامبو)","شكل 1 (البامبو)",None
275273,"شكل 1 (البامبو)-incense burner",100,مبخرة,"شكل 1 (البامبو)","شكل 1 (البامبو)",None
87239648,"شكل 10",100,"ساعة الحائط  ثرى دي - شكل ٣","شكل ١٠","شكل ١٠",None
8090100,"شكل 10-8090100",0,"ساعة حائط","شكل 10","شكل 10",None
87239648,"شكل 10//-87239648",100,"ساعات خشب ثري دي","شكل 10//","شكل 10",
275273,"شكل 2 (نافورة الشكولاتة)",100,مبخرة,"شكل 2 (نافورة الشكولاتة)","شكل 2 (نافورة الشكولاتة)",None
275273,"شكل 2 (نافورة الشكولاتة)-incense burner",100,مبخرة,"شكل 2 (نافورة الشكولاتة)","شكل 2 (نافورة الشكولاتة)",None
0989738126,"شكل 2 (نافورة الشوكلاتة)",100,"المبخرة الشلال (10 قطع بخور هدية مجانية) - نافورة الشكولاتة","شكل 2 (نافورة الشوكلاتة)","شكل 2 (نافورة الشوكلاتة)",None
275273,"شكل 3 (النجمة)",100,مبخرة,"شكل 3 (النجمة)","شكل 3 (النجمة)",None
275273,"شكل 3 (النجمة)-incense burner",100,مبخرة,"شكل 3 (النجمة)","شكل 3 (النجمة)",None
8090100,"شكل 4-8090100",9,"ساعة حائط","شكل 4","شكل 4",None
8090100,"شكل 5-8090100",28,"ساعة حائط","شكل 5","شكل 5",None
8090100,"شكل 6-8090100",0,"ساعة حائط","شكل 6","شكل 6",None
8090100,"شكل 7-8090100",51,"ساعة حائط","شكل 7","شكل 7",None
8090100,"شكل 9-8090100",9,"ساعة حائط","شكل 9","شكل 9",None
,"شكل الجرة",100,"palestine - 32cm*90cm","شكل الجرة","شكل الجرة",None
132214324,"شكل الشجرة",100,"النافورة العطرية","شكل الشجرة","شكل الشجرة",None
8090100,شكل1-8090100,999345,"ساعة حائط",شكل1,شكل1,None
87239648,شكل١//-87239648,100,"ساعات خشب ثري دي",شكل١//,شكل١,
8090100,شكل11-8090100,100,"ساعة حائط",شكل11,شكل11,None
8090100,شكل2-8090100,0,"ساعة حائط",شكل2,شكل2,None
87239648,شكل٢//-87239648,100,"ساعات خشب ثري دي",شكل٢//,شكل٢,
8090100,شكل3-8090100,0,"ساعة حائط",شكل3,شكل3,None
87239648,شكل٣//-87239648,100,"ساعات خشب ثري دي",شكل٣//,شكل٣,
275273,"شكل4 (الشلال الجبلى)",100,مبخرة,"شكل4 (الشلال الجبلى)","شكل4 (الشلال الجبلى)",None
275273,"شكل4 (الشلال الجبلى)-incense burner",100,مبخرة,"شكل4 (الشلال الجبلى)","شكل4 (الشلال الجبلى)",None
87239648,شكل٤//-87239648,100,"ساعات خشب ثري دي",شكل٤//,شكل٤,
275273,"شكل5 (صدفية)-incense burner",100,مبخرة,"شكل5 (صدفية)","شكل5 (صدفية)",None
87239648,شكل٥//-87239648,100,"ساعات خشب ثري دي",شكل٥//,شكل٥,
0989738126,"شكل6 (سحب جبال ابها)",100,"المبخرة الشلال (10 قطع بخور هدية مجانية) - نافورة الشكولاتة","شكل6 (سحب جبال ابها)","شكل6 (سحب جبال ابها)",None
275273,"شكل6 (سحب جبال ابها)-incense burner",100,مبخرة,"شكل6 (سحب جبال ابها)","شكل6 (سحب جبال ابها)",None
87239648,شكل٦//-87239648,100,"ساعات خشب ثري دي",شكل٦//,شكل٦,
87239648,شكل٧//-87239648,100,"ساعات خشب ثري دي",شكل٧//,شكل٧,
87239648,شكل٨//-87239648,100,"ساعات خشب ثري دي",شكل٨//,شكل٨,
87239648,شكل٩//-87239648,100,"ساعات خشب ثري دي",شكل٩//,شكل٩,
94877503,طوبي-94877503,100,"اسدال مشجر",طوبي,طوبي,None
345678932,"عرض 120 * ارتفاع 65",100,"palestine - 32cm*90cm","عرض 120 * ارتفاع 65","عرض 120 * ارتفاع 65",None
,"عرض 250 * ارتفاع 135",100,"palestine - 32cm*90cm","عرض 250 * ارتفاع 135","عرض 250 * ارتفاع 135",None
34567654,"عشق الليل-34567654",100,خمره,"عشق الليل","عشق الليل",None
7225741,عنابي/2XL-7225741,20,"كاندي قطعتين",عنابي/2XL,عنابي,2XL
7225741,عنابي/3XL-7225741,20,"كاندي قطعتين",عنابي/3XL,عنابي,3XL
7225741,عنابي/XL-7225741,19,"كاندي قطعتين",عنابي/XL,عنابي,XL
58458724,فضي-58458724,100,"حامل المصحف",فضي,فضي,None
77884560,فضي-77884560,100,"مبخره الكعبه",فضي,فضي,None
874100008,فضي-874100008,9995,"طقم المعوذتين",فضي,فضي,None
759048585574,فوشيا-759048585574,100,"شيميز اوفر سايز",فوشيا,فوشيا,None
21784358,فوشيا/2XL-21784358,98,"جاكيت ببندانه",فوشيا/2XL,فوشيا,2XL
2456543689032,فوشيا/2xl-2456543689032,2,"طقم كارديجان وبنطلون",فوشيا/2XL,فوشيا,2XL
275518,فوشيا/2XL-275518,0,lovelysweetshirt,فوشيا/2XL,فوشيا,2XL
35765638764,فوشيا/2xl-35765638764,0,"سوت قطعتين",فوشيا/2XL,فوشيا,2XL
4544334422,فوشيا/2xl-4544334422,0,"طقم 3 قطع",فوشيا/2XL,فوشيا,2XL
4784368,فوشيا/2xl-4784368,99,"thirty سويت شيرت",فوشيا/2XL,فوشيا,2XL
7225741,فوشيا/2XL-7225741,20,"كاندي قطعتين",فوشيا/2XL,فوشيا,2XL
75027454,فوشيا/2XL-75027454,0,"بلوفر ورده",فوشيا/2XL,فوشيا,2XL
82477702,فوشيا/2xl-82477702,134,"سوت قطعتين",فوشيا/2XL,فوشيا,2XL
8742008,فوشيا/2XL-8742008,10,"ليلي دريس",فوشيا/2XL,فوشيا,2XL
9095858,فوشيا/2xl-9095858,0,"فستان ريب",فوشيا/2XL,فوشيا,2XL
21784358,فوشيا/3XL-21784358,100,"جاكيت ببندانه",فوشيا/3XL,فوشيا,3XL
275518,فوشيا/3XL-275518,0,lovelysweetshirt,فوشيا/3XL,فوشيا,3XL
35765638764,فوشيا/3xl-35765638764,0,"سوت قطعتين",فوشيا/3XL,فوشيا,3XL
4544334422,فوشيا/3xl-4544334422,0,"طقم 3 قطع",فوشيا/3XL,فوشيا,3XL
4784368,فوشيا/3xl-4784368,98,"thirty سويت شيرت",فوشيا/3XL,فوشيا,3XL
7225741,فوشيا/3XL-7225741,20,"كاندي قطعتين",فوشيا/3XL,فوشيا,3XL
75027454,فوشيا/3XL-75027454,0,"بلوفر ورده",فوشيا/3XL,فوشيا,3XL
82477702,فوشيا/3xl-82477702,104,"سوت قطعتين",فوشيا/3XL,فوشيا,3XL
8742008,فوشيا/3XL-8742008,65,"ليلي دريس",فوشيا/3XL,فوشيا,3XL
21784358,فوشيا/XL-21784358,99,"جاكيت ببندانه",فوشيا/XL,فوشيا,XL
2456543689032,فوشيا/xl-2456543689032,100,"طقم كارديجان وبنطلون",فوشيا/XL,فوشيا,XL
275518,فوشيا/XL-275518,100,lovelysweetshirt,فوشيا/XL,فوشيا,XL
35765638764,فوشيا/xl-35765638764,301,"سوت قطعتين",فوشيا/XL,فوشيا,XL
4544334422,فوشيا/xl-4544334422,100,"طقم 3 قطع",فوشيا/XL,فوشيا,XL
475793755,فوشيا/xl-475793755,100,"ليلي دريس",فوشيا/XL,فوشيا,XL
4784368,فوشيا/xl-4784368,101,"thirty سويت شيرت",فوشيا/XL,فوشيا,XL
7225741,فوشيا/XL-7225741,19,"كاندي قطعتين",فوشيا/XL,فوشيا,XL
74785963,فوشيا/XL-74785963,100,"بلوزه سندريلا",فوشيا/XL,فوشيا,XL
75027454,فوشيا/XL-75027454,100,"بلوفر ورده",فوشيا/XL,فوشيا,XL
82477702,فوشيا/xl-82477702,127,"سوت قطعتين",فوشيا/XL,فوشيا,XL
8742008,فوشيا/XL-8742008,60,"ليلي دريس",فوشيا/XL,فوشيا,XL
9095858,فوشيا/xl-9095858,97,"فستان ريب",فوشيا/XL,فوشيا,XL
7225741,فيروزي/2XL-7225741,17,"كاندي قطعتين",فيروزي/2XL,فيروزي,2XL
7225741,فيروزي/3XL-7225741,19,"كاندي قطعتين",فيروزي/3XL,فيروزي,3XL
7225741,فيروزي/XL-7225741,20,"كاندي قطعتين",فيروزي/XL,فيروزي,XL
275486,كاشمير/2XL-275486,100,Mulvari,كاشمير/2XL,كاشمير,2XL
275486,كاشمير/3XL-275486,100,Mulvari,كاشمير/3XL,كاشمير,3XL
275486,كاشمير/XL-275486,99,Mulvari,كاشمير/XL,كاشمير,XL
275486,كافيه/2XL-275486,100,Mulvari,كافيه/2xl,كافيه,2xl
44557883,كافيه/2xl-44557883,30,ياقوت,كافيه/2xl,كافيه,2xl
7492649,كافيه/2XL-7492649,99,"بلوزه ساندي",كافيه/2xl,كافيه,2xl
77597265,كافيه/2XL-77597265,0,kami,كافيه/2xl,كافيه,2xl
8376490,كافيه/2xl-8376490,100,"cargo suit",كافيه/2xl,كافيه,2xl
275486,كافيه/3XL-275486,100,Mulvari,كافيه/3xl,كافيه,3xl
44557883,كافيه/3xl-44557883,30,ياقوت,كافيه/3xl,كافيه,3xl
7492649,كافيه/3xl-7492649,94,"بلوزه ساندي",كافيه/3xl,كافيه,3xl
77597265,كافيه/3XL-77597265,0,kami,كافيه/3xl,كافيه,3xl
8376490,كافيه/A-8376490,,"cargo suit",كافيه/A,كافيه,A
8376490,كافيه/B-8376490,,"cargo suit",كافيه/B,كافيه,B
8376490,كافيه/C-8376490,,"cargo suit",كافيه/C,كافيه,C
275486,كافيه/XL-275486,100,Mulvari,كافيه/xl,كافيه,xl
44557883,كافيه/xl-44557883,30,ياقوت,كافيه/xl,كافيه,xl
7492649,كافيه/XL-7492649,101,"بلوزه ساندي",كافيه/xl,كافيه,xl
77597265,كافيه/XL-77597265,100,kami,كافيه/xl,كافيه,xl
8376490,كافيه/xl-8376490,100,"cargo suit",كافيه/xl,كافيه,xl
48877683,"كحلي مقلم-48877683",100,"اسدال مقلم","كحلي مقلم","كحلي مقلم",None
759048585574,كحلي-759048585574,100,"شيميز اوفر سايز",كحلي,كحلي,None
94877503,كحلي-94877503,100,"اسدال مشجر",كحلي,كحلي,None
127858495,كحلي/2XL-127858495,20,"جاكيت ساده",كحلي/2XL,كحلي,2XL
21784358,كحلي/2XL-21784358,100,"جاكيت ببندانه",كحلي/2XL,كحلي,2XL
23859748,كحلي/2XL-23859748,10,"تيشرت بيكا",كحلي/2XL,كحلي,2XL
35456438756,كحلي/2xl-35456438756,150,"طقم قطعتين",كحلي/2XL,كحلي,2XL
445678,كحلي/2xl-445678,100,هودي,كحلي/2XL,كحلي,2XL
5037503,كحلي/2XL-5037503,0,"بلوزه زراير",كحلي/2XL,كحلي,2XL
55468368,كحلي/2xl-55468368,100,"شيميز كاروه وتيشرت",كحلي/2XL,كحلي,2XL
747893865,كحلي/2XL-747893865,0,تونك,كحلي/2XL,كحلي,2XL
75027454,كحلي/2XL-75027454,0,"بلوفر ورده",كحلي/2XL,كحلي,2XL
78493473744,كحلي/2XL-78493473744,6,"بنطلون رجالي كتان",كحلي/2XL,كحلي,2XL
9476764,كحلي/2XL-9476764,45,"X TEE SHIRT",كحلي/2XL,كحلي,2XL
94847204,كحلي/2XL-94847204,100,"بنطلون حريمي",كحلي/2XL,كحلي,2XL
127858495,كحلي/3XL-127858495,26,"جاكيت ساده",كحلي/3XL,كحلي,3XL
21784358,كحلي/3XL-21784358,100,"جاكيت ببندانه",كحلي/3XL,كحلي,3XL
23859748,كحلي/3XL-23859748,10,"تيشرت بيكا",كحلي/3XL,كحلي,3XL
55468368,كحلي/3xl-55468368,100,"شيميز كاروه وتيشرت",كحلي/3XL,كحلي,3XL
75027454,كحلي/3XL-75027454,0,"بلوفر ورده",كحلي/3XL,كحلي,3XL
78493473744,كحلي/3XL-78493473744,2,"بنطلون رجالي كتان",كحلي/3XL,كحلي,3XL
9476764,كحلي/3XL-9476764,45,"X TEE SHIRT",كحلي/3XL,كحلي,3XL
94847204,كحلي/3XL-94847204,101,"بنطلون حريمي",كحلي/3XL,كحلي,3XL
23859748,كحلي/4XL-23859748,10,"تيشرت بيكا",كحلي/4XL,كحلي,4XL
127858495,كحلي/XL-127858495,100,"جاكيت ساده",كحلي/XL,كحلي,XL
21784358,كحلي/XL-21784358,99,"جاكيت ببندانه",كحلي/XL,كحلي,XL
23859748,كحلي/XL-23859748,11,"تيشرت بيكا",كحلي/XL,كحلي,XL
35456438756,كحلي/xl-35456438756,100,"طقم قطعتين",كحلي/XL,كحلي,XL
445678,كحلي/xl-445678,100,هودي,كحلي/XL,كحلي,XL
5037503,كحلي/XL-5037503,100,"بلوزه زراير",كحلي/XL,كحلي,XL
